id_venta,fecha,id_sucursal,id_platillo,cantidad,monto_total,metodo_pago
2366,2025-09-21,5,107,1,175,App Movil
2367,2025-09-21,5,109,2,320,Efectivo
2368,2025-09-21,5,114,1,45,Tarjeta
2369,2025-09-21,5,102,2,220,Tarjeta
2370,2025-09-21,5,116,2,260,Tarjeta
2371,2025-09-21,5,110,1,90,Efectivo
2372,2025-09-22,1,118,1,40,Tarjeta
2373,2025-09-22,1,104,2,280,Tarjeta
2374,2025-09-22,1,112,2,160,App Movil
2375,2025-09-22,2,115,3,285,App Movil
2376,2025-09-22,2,107,1,175,Tarjeta
2377,2025-09-22,2,107,1,175,Tarjeta
2378,2025-09-22,2,116,2,260,Tarjeta
2379,2025-09-22,3,102,1,110,App Movil
2380,2025-09-22,3,112,1,80,Tarjeta
2381,2025-09-22,3,114,1,45,Efectivo
2382,2025-09-22,3,115,1,95,Tarjeta
2383,2025-09-22,4,102,2,220,Tarjeta
2384,2025-09-22,4,106,1,190,Efectivo
2385,2025-09-22,4,117,1,50,Tarjeta
2386,2025-09-22,4,115,2,190,App Movil
2387,2025-09-22,4,111,2,150,Tarjeta
2388,2025-09-22,4,111,1,75,Tarjeta
2389,2025-09-22,4,111,1,75,Tarjeta
2390,2025-09-22,5,114,1,45,Efectivo
2391,2025-09-22,5,103,2,170,App Movil
2392,2025-09-22,5,116,1,130,Efectivo
2393,2025-09-23,1,107,2,350,Efectivo
2394,2025-09-23,1,106,2,380,Efectivo
2395,2025-09-23,1,105,2,300,App Movil
2396,2025-09-23,1,107,3,525,Efectivo
2397,2025-09-23,2,107,1,175,Tarjeta
2398,2025-09-23,2,102,3,330,App Movil
2399,2025-09-23,2,102,1,110,Tarjeta
2400,2025-09-23,2,104,2,280,Efectivo
2401,2025-09-23,2,114,1,45,Efectivo
2402,2025-09-23,3,110,2,180,Tarjeta
2403,2025-09-23,3,106,2,380,App Movil
2404,2025-09-23,3,103,2,170,App Movil
2405,2025-09-23,4,107,2,350,Efectivo
2406,2025-09-23,4,115,1,95,Tarjeta
2407,2025-09-23,4,114,3,135,Tarjeta
2408,2025-09-23,4,111,2,150,App Movil
2409,2025-09-23,5,105,2,300,Tarjeta
2410,2025-09-23,5,114,1,45,Tarjeta
2411,2025-09-23,5,116,3,390,App Movil
2412,2025-09-23,5,102,2,220,App Movil
2413,2025-09-23,5,113,2,170,App Movil
2414,2025-09-23,5,104,2,280,Efectivo
2415,2025-09-24,1,118,1,40,App Movil
2416,2025-09-24,1,114,1,45,Tarjeta
2417,2025-09-24,1,112,1,80,Tarjeta
2418,2025-09-24,2,103,1,85,Efectivo
2419,2025-09-24,2,110,1,90,App Movil
2420,2025-09-24,2,115,2,190,App Movil
2421,2025-09-24,2,101,2,190,Efectivo
2422,2025-09-24,2,105,3,450,Efectivo
2423,2025-09-24,2,106,1,190,App Movil
2424,2025-09-24,2,115,3,285,App Movil
2425,2025-09-24,2,101,3,285,Tarjeta
2426,2025-09-24,3,111,2,150,Tarjeta
2427,2025-09-24,3,110,2,180,Efectivo
2428,2025-09-24,3,118,2,80,Tarjeta
2429,2025-09-24,3,103,2,170,Efectivo
2430,2025-09-24,3,102,2,220,App Movil
2431,2025-09-24,3,112,1,80,Tarjeta
2432,2025-09-24,4,112,2,160,App Movil
2433,2025-09-24,4,102,1,110,Efectivo
2434,2025-09-24,4,106,3,570,App Movil
2435,2025-09-24,4,103,2,170,App Movil
2436,2025-09-24,4,107,1,175,Efectivo
2437,2025-09-24,5,104,3,420,Efectivo
2438,2025-09-24,5,107,3,525,Tarjeta
2439,2025-09-24,5,111,1,75,Efectivo
2440,2025-09-24,5,117,3,150,Efectivo
2441,2025-09-24,5,109,1,160,Tarjeta
2442,2025-09-24,5,112,1,80,Efectivo
2443,2025-09-24,5,116,2,260,App Movil
2444,2025-09-25,1,104,2,280,App Movil
2445,2025-09-25,1,118,3,120,App Movil
2446,2025-09-25,1,110,2,180,App Movil
2447,2025-09-25,1,112,3,240,App Movil
2448,2025-09-25,1,103,1,85,Efectivo
2449,2025-09-25,1,103,1,85,Efectivo
2450,2025-09-25,1,106,1,190,Tarjeta
2451,2025-09-25,1,104,1,140,Efectivo
2452,2025-09-25,1,104,3,420,Tarjeta
2453,2025-09-25,2,105,1,150,App Movil
2454,2025-09-25,2,101,1,95,Efectivo
2455,2025-09-25,2,118,1,40,Efectivo
2456,2025-09-25,2,112,2,160,Efectivo
2457,2025-09-25,2,101,1,95,Tarjeta
2458,2025-09-25,2,103,1,85,Tarjeta
2459,2025-09-25,3,117,3,150,Efectivo
2460,2025-09-25,3,114,2,90,Efectivo
2461,2025-09-25,3,111,2,150,App Movil
2462,2025-09-25,3,117,2,100,Efectivo
2463,2025-09-25,3,115,1,95,App Movil
2464,2025-09-25,3,105,1,150,Tarjeta
2465,2025-09-25,3,109,1,160,Efectivo
2466,2025-09-25,3,112,1,80,Tarjeta
2467,2025-09-25,3,105,1,150,Efectivo
2468,2025-09-25,4,106,2,380,Tarjeta
2469,2025-09-25,4,118,1,40,Tarjeta
2470,2025-09-25,4,106,3,570,App Movil
2471,2025-09-25,4,105,1,150,Tarjeta
2472,2025-09-25,4,104,1,140,Efectivo
2473,2025-09-25,4,105,2,300,Efectivo
2474,2025-09-25,5,106,1,190,App Movil
2475,2025-09-25,5,102,3,330,Efectivo
2476,2025-09-25,5,112,1,80,Efectivo
2477,2025-09-25,5,115,2,190,Tarjeta
2478,2025-09-25,5,118,1,40,Tarjeta
2479,2025-09-26,1,113,2,170,Tarjeta
2480,2025-09-26,1,115,1,95,Tarjeta
2481,2025-09-26,1,101,3,285,App Movil
2482,2025-09-26,2,111,3,225,App Movil
2483,2025-09-26,2,110,2,180,Efectivo
2484,2025-09-26,2,105,2,300,App Movil
2485,2025-09-26,2,115,1,95,App Movil
2486,2025-09-26,2,104,3,420,Efectivo
2487,2025-09-26,2,102,1,110,App Movil
2488,2025-09-26,2,118,1,40,Efectivo
2489,2025-09-26,3,113,2,170,Tarjeta
2490,2025-09-26,3,115,1,95,Tarjeta
2491,2025-09-26,3,111,1,75,App Movil
2492,2025-09-26,4,107,2,350,App Movil
2493,2025-09-26,4,109,1,160,Tarjeta
2494,2025-09-26,4,103,2,170,Efectivo
2495,2025-09-26,4,103,2,170,Efectivo
2496,2025-09-26,4,107,2,350,Efectivo
2497,2025-09-26,4,117,1,50,App Movil
2498,2025-09-26,4,112,2,160,Tarjeta
2499,2025-09-26,5,114,1,45,Efectivo
2500,2025-09-26,5,112,1,80,Efectivo
2501,2025-09-26,5,112,1,80,Efectivo
2502,2025-09-26,5,115,2,190,Tarjeta
2503,2025-09-26,5,107,3,525,Efectivo
2504,2025-09-26,5,114,2,90,Efectivo
2505,2025-09-26,5,106,3,570,Efectivo
2506,2025-09-26,5,114,1,45,App Movil
2507,2025-09-27,1,103,1,85,Tarjeta
2508,2025-09-27,1,110,2,180,App Movil
2509,2025-09-27,1,111,1,75,App Movil
2510,2025-09-27,1,113,1,85,Tarjeta
2511,2025-09-27,1,114,3,135,Efectivo
2512,2025-09-27,1,114,1,45,App Movil
2513,2025-09-27,1,115,3,285,App Movil
2514,2025-09-27,2,105,1,150,Tarjeta
2515,2025-09-27,2,113,1,85,App Movil
2516,2025-09-27,2,116,1,130,Efectivo
2517,2025-09-27,2,110,2,180,App Movil
2518,2025-09-27,2,115,1,95,Tarjeta
2519,2025-09-27,2,101,1,95,Efectivo
2520,2025-09-27,2,110,3,270,App Movil
2521,2025-09-27,2,116,1,130,App Movil
2522,2025-09-27,2,110,2,180,Tarjeta
2523,2025-09-27,3,101,1,95,Efectivo
2524,2025-09-27,3,116,1,130,App Movil
2525,2025-09-27,3,112,2,160,Efectivo
2526,2025-09-27,3,114,1,45,App Movil
2527,2025-09-27,3,116,3,390,Tarjeta
2528,2025-09-27,4,117,3,150,App Movil
2529,2025-09-27,4,101,1,95,Tarjeta
2530,2025-09-27,4,102,1,110,Efectivo
2531,2025-09-27,4,115,3,285,Tarjeta
2532,2025-09-27,4,112,1,80,Tarjeta
2533,2025-09-27,5,112,2,160,App Movil
2534,2025-09-27,5,112,1,80,Efectivo
2535,2025-09-27,5,110,2,180,App Movil
2536,2025-09-27,5,103,2,170,Tarjeta
2537,2025-09-27,5,106,1,190,App Movil
2538,2025-09-28,1,106,2,380,Efectivo
2539,2025-09-28,1,111,3,225,Efectivo
2540,2025-09-28,1,109,3,480,App Movil
2541,2025-09-28,1,112,1,80,App Movil
2542,2025-09-28,1,112,1,80,Tarjeta
2543,2025-09-28,1,105,2,300,Efectivo
2544,2025-09-28,1,112,2,160,Efectivo
2545,2025-09-28,1,111,1,75,Tarjeta
2546,2025-09-28,1,107,1,175,App Movil
2547,2025-09-28,2,107,2,350,App Movil
2548,2025-09-28,2,117,2,100,App Movil
2549,2025-09-28,2,118,3,120,Tarjeta
2550,2025-09-28,2,114,2,90,Tarjeta
2551,2025-09-28,3,105,1,150,Efectivo
2552,2025-09-28,3,112,1,80,App Movil
2553,2025-09-28,3,112,1,80,Efectivo
2554,2025-09-28,4,117,1,50,Tarjeta
2555,2025-09-28,4,110,1,90,App Movil
2556,2025-09-28,4,104,1,140,Tarjeta
2557,2025-09-28,4,105,3,450,Tarjeta
2558,2025-09-28,4,110,1,90,Tarjeta
2559,2025-09-28,4,105,1,150,Efectivo
2560,2025-09-28,4,104,1,140,Tarjeta
2561,2025-09-28,5,116,2,260,Tarjeta
2562,2025-09-28,5,107,1,175,Tarjeta
2563,2025-09-28,5,117,2,100,Tarjeta
2564,2025-09-28,5,116,1,130,Efectivo
2565,2025-09-28,5,102,1,110,Efectivo
2566,2025-09-28,5,101,1,95,Tarjeta
2567,2025-09-28,5,107,2,350,Tarjeta
2568,2025-09-28,5,106,3,570,Efectivo
2569,2025-09-28,5,101,1,95,Tarjeta
2570,2025-09-29,1,109,2,320,Efectivo
2571,2025-09-29,1,112,1,80,App Movil
2572,2025-09-29,1,117,2,100,Tarjeta
2573,2025-09-29,1,104,2,280,Tarjeta
2574,2025-09-29,1,117,1,50,App Movil
2575,2025-09-29,1,107,1,175,Tarjeta
2576,2025-09-29,1,118,1,40,App Movil
2577,2025-09-29,1,104,1,140,App Movil
2578,2025-09-29,2,116,1,130,App Movil
2579,2025-09-29,2,106,2,380,App Movil
2580,2025-09-29,2,104,1,140,Efectivo
2581,2025-09-29,2,113,2,170,Tarjeta
2582,2025-09-29,2,117,1,50,Efectivo
2583,2025-09-29,2,104,1,140,Tarjeta
2584,2025-09-29,2,115,1,95,App Movil
2585,2025-09-29,2,105,2,300,Efectivo
2586,2025-09-29,2,110,2,180,App Movil
2587,2025-09-29,3,103,1,85,Efectivo
2588,2025-09-29,3,104,2,280,Efectivo
2589,2025-09-29,3,115,2,190,App Movil
2590,2025-09-29,4,115,1,95,App Movil
2591,2025-09-29,4,114,1,45,Efectivo
2592,2025-09-29,4,107,1,175,Efectivo
2593,2025-09-29,4,112,1,80,Tarjeta
2594,2025-09-29,4,116,3,390,Tarjeta
2595,2025-09-29,5,115,2,190,App Movil
2596,2025-09-29,5,103,1,85,Tarjeta
2597,2025-09-29,5,113,2,170,App Movil
2598,2025-09-29,5,104,3,420,Tarjeta
2599,2025-09-29,5,103,1,85,Tarjeta
2600,2025-09-29,5,111,1,75,App Movil
2601,2025-09-30,1,113,1,85,Tarjeta
2602,2025-09-30,1,114,3,135,Efectivo
2603,2025-09-30,1,109,3,480,App Movil
2604,2025-09-30,1,109,3,480,Efectivo
2605,2025-09-30,1,112,2,160,App Movil
2606,2025-09-30,1,113,2,170,App Movil
2607,2025-09-30,1,109,1,160,Efectivo
2608,2025-09-30,1,104,1,140,Efectivo
2609,2025-09-30,1,116,2,260,Tarjeta
2610,2025-09-30,2,105,1,150,Tarjeta
2611,2025-09-30,2,102,1,110,Efectivo
2612,2025-09-30,2,101,1,95,Efectivo
2613,2025-09-30,2,111,1,75,Efectivo
2614,2025-09-30,2,104,1,140,App Movil
2615,2025-09-30,2,117,2,100,Efectivo
2616,2025-09-30,2,107,1,175,App Movil
2617,2025-09-30,2,116,2,260,App Movil
2618,2025-09-30,3,118,1,40,App Movil
2619,2025-09-30,3,118,1,40,Tarjeta
2620,2025-09-30,3,114,1,45,Efectivo
2621,2025-09-30,3,115,1,95,Efectivo
2622,2025-09-30,3,115,2,190,Tarjeta
2623,2025-09-30,4,106,2,380,App Movil
2624,2025-09-30,4,110,3,270,Tarjeta
2625,2025-09-30,4,116,2,260,Tarjeta
2626,2025-09-30,5,113,2,170,Tarjeta
2627,2025-09-30,5,116,3,390,App Movil
2628,2025-09-30,5,118,2,80,Efectivo
2629,2025-09-30,5,116,2,260,Tarjeta
2630,2025-09-30,5,117,1,50,Efectivo
2631,2025-10-01,1,116,2,260,Efectivo
2632,2025-10-01,1,112,1,80,Efectivo
2633,2025-10-01,1,102,1,110,App Movil
2634,2025-10-01,1,102,1,110,Efectivo
2635,2025-10-01,1,112,3,240,App Movil
2636,2025-10-01,2,111,2,150,Tarjeta
2637,2025-10-01,2,114,1,45,Efectivo
2638,2025-10-01,2,114,1,45,Tarjeta
2639,2025-10-01,3,110,2,180,Tarjeta
2640,2025-10-01,3,103,1,85,Tarjeta
2641,2025-10-01,3,111,1,75,Tarjeta
2642,2025-10-01,3,118,1,40,Tarjeta
2643,2025-10-01,3,115,3,285,Efectivo
2644,2025-10-01,4,117,2,100,Efectivo
2645,2025-10-01,4,101,3,285,Efectivo
2646,2025-10-01,4,101,1,95,Efectivo
2647,2025-10-01,4,113,1,85,App Movil
2648,2025-10-01,4,104,2,280,Tarjeta
2649,2025-10-01,4,107,1,175,Efectivo
2650,2025-10-01,4,117,3,150,Efectivo
2651,2025-10-01,5,110,1,90,Efectivo
2652,2025-10-01,5,107,2,350,App Movil
2653,2025-10-01,5,103,2,170,Tarjeta
2654,2025-10-01,5,110,1,90,Tarjeta
2655,2025-10-02,1,113,1,85,App Movil
2656,2025-10-02,1,103,3,255,App Movil
2657,2025-10-02,1,104,2,280,Efectivo
2658,2025-10-02,1,109,1,160,App Movil
2659,2025-10-02,1,117,2,100,Efectivo
2660,2025-10-02,2,112,1,80,App Movil
2661,2025-10-02,2,110,2,180,Efectivo
2662,2025-10-02,2,114,3,135,App Movil
2663,2025-10-02,2,111,1,75,Efectivo
2664,2025-10-02,3,109,2,320,App Movil
2665,2025-10-02,3,115,3,285,App Movil
2666,2025-10-02,3,106,1,190,App Movil
2667,2025-10-02,3,117,1,50,App Movil
2668,2025-10-02,3,116,1,130,App Movil
2669,2025-10-02,3,115,1,95,App Movil
2670,2025-10-02,4,114,2,90,App Movil
2671,2025-10-02,4,102,2,220,Tarjeta
2672,2025-10-02,4,112,2,160,Tarjeta
2673,2025-10-02,4,105,3,450,App Movil
2674,2025-10-02,4,110,2,180,Efectivo
2675,2025-10-02,4,111,1,75,App Movil
2676,2025-10-02,5,114,1,45,Efectivo
2677,2025-10-02,5,106,1,190,App Movil
2678,2025-10-02,5,113,1,85,Tarjeta
2679,2025-10-03,1,107,1,175,Tarjeta
2680,2025-10-03,1,110,2,180,Efectivo
2681,2025-10-03,1,118,2,80,Efectivo
2682,2025-10-03,1,102,1,110,Tarjeta
2683,2025-10-03,2,105,1,150,Efectivo
2684,2025-10-03,2,109,3,480,App Movil
2685,2025-10-03,2,106,3,570,Tarjeta
2686,2025-10-03,2,116,1,130,Tarjeta
2687,2025-10-03,2,103,1,85,App Movil
2688,2025-10-03,3,103,2,170,Efectivo
2689,2025-10-03,3,103,2,170,App Movil
2690,2025-10-03,3,105,1,150,Tarjeta
2691,2025-10-03,3,117,1,50,App Movil
2692,2025-10-03,3,117,1,50,Efectivo
2693,2025-10-03,4,104,1,140,Efectivo
2694,2025-10-03,4,113,3,255,App Movil
2695,2025-10-03,5,114,1,45,Tarjeta
2696,2025-10-03,5,104,1,140,Tarjeta
2697,2025-10-03,5,109,2,320,Efectivo
2698,2025-10-03,5,109,2,320,Tarjeta
2699,2025-10-04,1,118,1,40,App Movil
2700,2025-10-04,1,104,1,140,App Movil
2701,2025-10-04,1,114,2,90,App Movil
2702,2025-10-04,1,109,1,160,Efectivo
2703,2025-10-04,1,116,3,390,Efectivo
2704,2025-10-04,2,110,1,90,App Movil
2705,2025-10-04,2,102,3,330,App Movil
2706,2025-10-04,2,102,3,330,App Movil
2707,2025-10-04,2,109,2,320,Efectivo
2708,2025-10-04,2,110,3,270,App Movil
2709,2025-10-04,2,112,3,240,Tarjeta
2710,2025-10-04,2,118,1,40,Efectivo
2711,2025-10-04,2,113,1,85,Efectivo
2712,2025-10-04,3,110,1,90,Tarjeta
2713,2025-10-04,3,110,1,90,Tarjeta
2714,2025-10-04,3,115,3,285,Efectivo
2715,2025-10-04,3,114,1,45,Efectivo
2716,2025-10-04,3,103,2,170,Efectivo
2717,2025-10-04,4,114,1,45,App Movil
2718,2025-10-04,4,114,1,45,Tarjeta
2719,2025-10-04,4,109,2,320,Tarjeta
2720,2025-10-04,4,112,2,160,App Movil
2721,2025-10-04,4,118,3,120,Efectivo
2722,2025-10-04,4,115,3,285,Tarjeta
2723,2025-10-04,4,102,3,330,App Movil
2724,2025-10-04,4,106,3,570,Efectivo
2725,2025-10-04,5,105,1,150,Efectivo
2726,2025-10-04,5,107,3,525,Efectivo
2727,2025-10-04,5,111,2,150,Tarjeta
2728,2025-10-04,5,104,1,140,Tarjeta
2729,2025-10-04,5,117,3,150,App Movil
2730,2025-10-04,5,105,2,300,App Movil
2731,2025-10-04,5,114,1,45,Efectivo
2732,2025-10-04,5,116,3,390,Tarjeta
2733,2025-10-04,5,109,1,160,App Movil
2734,2025-10-05,1,111,1,75,Tarjeta
2735,2025-10-05,1,103,2,170,Efectivo
2736,2025-10-05,1,106,2,380,Efectivo
2737,2025-10-05,1,101,1,95,App Movil
2738,2025-10-05,1,103,2,170,Tarjeta
2739,2025-10-05,2,106,1,190,Efectivo
2740,2025-10-05,2,114,2,90,Efectivo
2741,2025-10-05,2,105,1,150,Efectivo
2742,2025-10-05,2,106,2,380,Tarjeta
2743,2025-10-05,2,101,3,285,App Movil
2744,2025-10-05,3,115,3,285,Efectivo
2745,2025-10-05,3,104,1,140,App Movil
2746,2025-10-05,3,107,1,175,Efectivo
2747,2025-10-05,3,110,3,270,Efectivo
2748,2025-10-05,3,113,1,85,Efectivo
2749,2025-10-05,3,107,2,350,Tarjeta
2750,2025-10-05,4,110,3,270,App Movil
2751,2025-10-05,4,107,2,350,Tarjeta
2752,2025-10-05,4,114,1,45,Tarjeta
2753,2025-10-05,4,110,1,90,Tarjeta
2754,2025-10-05,4,115,1,95,Efectivo
2755,2025-10-05,4,115,1,95,Tarjeta
2756,2025-10-05,4,116,1,130,Efectivo
2757,2025-10-05,4,113,3,255,Tarjeta
2758,2025-10-05,4,113,3,255,Efectivo
2759,2025-10-05,5,109,1,160,Tarjeta
2760,2025-10-05,5,118,1,40,Tarjeta
2761,2025-10-05,5,111,1,75,Efectivo
2762,2025-10-05,5,112,2,160,App Movil
2763,2025-10-05,5,102,1,110,Efectivo
2764,2025-10-05,5,117,2,100,Efectivo
2765,2025-10-05,5,110,2,180,App Movil
2766,2025-10-05,5,112,1,80,App Movil
2767,2025-10-06,1,106,1,190,Tarjeta
2768,2025-10-06,1,117,2,100,Efectivo
2769,2025-10-06,1,115,1,95,Tarjeta
2770,2025-10-06,2,117,2,100,Tarjeta
2771,2025-10-06,2,109,1,160,Efectivo
2772,2025-10-06,2,102,1,110,Efectivo
2773,2025-10-06,2,109,3,480,Efectivo
2774,2025-10-06,2,114,1,45,Efectivo
2775,2025-10-06,3,109,2,320,Efectivo
2776,2025-10-06,3,114,1,45,Efectivo
2777,2025-10-06,3,116,1,130,App Movil
2778,2025-10-06,3,115,1,95,Tarjeta
2779,2025-10-06,3,105,1,150,Tarjeta
2780,2025-10-06,3,106,1,190,Efectivo
2781,2025-10-06,3,109,1,160,App Movil
2782,2025-10-06,4,114,1,45,Efectivo
2783,2025-10-06,4,102,2,220,Efectivo
2784,2025-10-06,4,118,2,80,Efectivo
2785,2025-10-06,4,116,1,130,App Movil
2786,2025-10-06,4,105,1,150,Efectivo
2787,2025-10-06,4,103,1,85,Efectivo
2788,2025-10-06,5,106,3,570,App Movil
2789,2025-10-06,5,109,2,320,App Movil
2790,2025-10-06,5,107,2,350,Tarjeta
2791,2025-10-06,5,117,2,100,Tarjeta
2792,2025-10-07,1,103,1,85,Efectivo
2793,2025-10-07,1,104,1,140,Tarjeta
2794,2025-10-07,1,110,3,270,App Movil
2795,2025-10-07,1,104,2,280,Efectivo
2796,2025-10-07,1,104,1,140,Tarjeta
2797,2025-10-07,1,101,1,95,Efectivo
2798,2025-10-07,2,116,2,260,App Movil
2799,2025-10-07,2,109,2,320,App Movil
2800,2025-10-07,2,101,1,95,Tarjeta
2801,2025-10-07,2,115,1,95,App Movil
2802,2025-10-07,2,105,1,150,Tarjeta
2803,2025-10-07,2,110,1,90,Tarjeta
2804,2025-10-07,2,103,2,170,App Movil
2805,2025-10-07,2,113,1,85,Efectivo
2806,2025-10-07,2,109,1,160,Tarjeta
2807,2025-10-07,3,113,1,85,Tarjeta
2808,2025-10-07,3,107,1,175,Efectivo
2809,2025-10-07,3,113,1,85,App Movil
2810,2025-10-07,3,105,1,150,Efectivo
2811,2025-10-07,3,116,2,260,App Movil
2812,2025-10-07,3,110,3,270,App Movil
2813,2025-10-07,3,105,1,150,App Movil
2814,2025-10-07,3,104,1,140,App Movil
2815,2025-10-07,3,107,2,350,Efectivo
2816,2025-10-07,4,116,1,130,App Movil
2817,2025-10-07,4,114,1,45,Efectivo
2818,2025-10-07,4,112,2,160,Tarjeta
2819,2025-10-07,4,114,3,135,Efectivo
2820,2025-10-07,4,103,1,85,App Movil
2821,2025-10-07,4,111,2,150,App Movil
2822,2025-10-07,5,105,2,300,App Movil
2823,2025-10-07,5,117,1,50,Efectivo
2824,2025-10-07,5,115,2,190,Tarjeta
2825,2025-10-07,5,116,1,130,Tarjeta
2826,2025-10-08,1,110,1,90,App Movil
2827,2025-10-08,1,114,1,45,App Movil
2828,2025-10-08,1,102,2,220,Tarjeta
2829,2025-10-08,1,102,2,220,Tarjeta
2830,2025-10-08,2,114,2,90,Tarjeta
2831,2025-10-08,2,115,3,285,App Movil
2832,2025-10-08,2,109,1,160,Efectivo
2833,2025-10-08,2,103,2,170,Tarjeta
2834,2025-10-08,2,104,3,420,App Movil
2835,2025-10-08,2,115,1,95,Tarjeta
2836,2025-10-08,2,113,1,85,Tarjeta
2837,2025-10-08,3,110,1,90,App Movil
2838,2025-10-08,3,115,3,285,Efectivo
2839,2025-10-08,3,109,1,160,Tarjeta
2840,2025-10-08,3,107,1,175,Tarjeta
2841,2025-10-08,3,109,3,480,Tarjeta
2842,2025-10-08,3,114,2,90,Tarjeta
2843,2025-10-08,4,113,1,85,Tarjeta
2844,2025-10-08,4,106,3,570,Efectivo
2845,2025-10-08,4,115,3,285,Efectivo
2846,2025-10-08,5,116,1,130,App Movil
2847,2025-10-08,5,112,3,240,App Movil
2848,2025-10-08,5,113,1,85,Tarjeta
2849,2025-10-08,5,105,1,150,Tarjeta
2850,2025-10-08,5,107,1,175,Tarjeta
2851,2025-10-08,5,107,1,175,Tarjeta
2852,2025-10-08,5,116,3,390,Tarjeta
2853,2025-10-08,5,114,3,135,App Movil
2854,2025-10-09,1,103,1,85,Efectivo
2855,2025-10-09,1,105,2,300,Efectivo
2856,2025-10-09,1,101,1,95,Tarjeta
2857,2025-10-09,1,105,3,450,App Movil
2858,2025-10-09,2,116,2,260,Tarjeta
2859,2025-10-09,2,115,2,190,Tarjeta
2860,2025-10-09,2,107,1,175,App Movil
2861,2025-10-09,2,113,1,85,Efectivo
2862,2025-10-09,2,101,1,95,App Movil
2863,2025-10-09,2,114,2,90,Efectivo
2864,2025-10-09,3,118,1,40,Tarjeta
2865,2025-10-09,3,116,2,260,Efectivo
2866,2025-10-09,3,117,2,100,App Movil
2867,2025-10-09,3,116,1,130,App Movil
2868,2025-10-09,3,102,2,220,Tarjeta
2869,2025-10-09,3,114,2,90,Efectivo
2870,2025-10-09,3,118,1,40,Efectivo
2871,2025-10-09,3,114,2,90,Tarjeta
2872,2025-10-09,4,112,2,160,App Movil
2873,2025-10-09,4,114,1,45,Tarjeta
2874,2025-10-09,4,110,3,270,Tarjeta
2875,2025-10-09,4,116,1,130,Efectivo
2876,2025-10-09,4,117,1,50,App Movil
2877,2025-10-09,5,111,2,150,App Movil
2878,2025-10-09,5,115,1,95,Efectivo
2879,2025-10-09,5,113,2,170,App Movil
2880,2025-10-09,5,112,2,160,Tarjeta
2881,2025-10-09,5,107,1,175,App Movil
2882,2025-10-09,5,103,3,255,Efectivo
2883,2025-10-09,5,105,1,150,Tarjeta
2884,2025-10-09,5,106,2,380,Efectivo
2885,2025-10-10,1,114,2,90,Efectivo
2886,2025-10-10,1,107,2,350,Tarjeta
2887,2025-10-10,2,112,1,80,Efectivo
2888,2025-10-10,2,106,1,190,App Movil
2889,2025-10-10,2,102,1,110,Efectivo
2890,2025-10-10,3,104,2,280,Tarjeta
2891,2025-10-10,3,104,2,280,Tarjeta
2892,2025-10-10,3,116,1,130,Efectivo
2893,2025-10-10,3,112,1,80,App Movil
2894,2025-10-10,3,109,1,160,App Movil
2895,2025-10-10,3,117,2,100,App Movil
2896,2025-10-10,4,102,2,220,Efectivo
2897,2025-10-10,4,104,1,140,App Movil
2898,2025-10-10,4,104,2,280,Tarjeta
2899,2025-10-10,5,104,1,140,App Movil
2900,2025-10-10,5,104,1,140,Efectivo
2901,2025-10-10,5,106,3,570,Efectivo
2902,2025-10-10,5,115,2,190,Efectivo
2903,2025-10-10,5,104,1,140,App Movil
2904,2025-10-10,5,112,1,80,Tarjeta
2905,2025-10-10,5,104,1,140,Efectivo
2906,2025-10-11,1,101,1,95,Efectivo
2907,2025-10-11,1,111,1,75,App Movil
2908,2025-10-11,1,106,1,190,Efectivo
2909,2025-10-11,1,112,3,240,Efectivo
2910,2025-10-11,1,112,3,240,App Movil
2911,2025-10-11,2,117,2,100,Tarjeta
2912,2025-10-11,2,105,2,300,Efectivo
2913,2025-10-11,2,114,2,90,App Movil
2914,2025-10-11,2,112,1,80,Efectivo
2915,2025-10-11,3,101,3,285,App Movil
2916,2025-10-11,3,103,1,85,Efectivo
2917,2025-10-11,3,111,2,150,Tarjeta
2918,2025-10-11,3,114,1,45,Efectivo
2919,2025-10-11,4,102,3,330,App Movil
2920,2025-10-11,4,105,2,300,Tarjeta
2921,2025-10-11,4,117,1,50,Efectivo
2922,2025-10-11,4,113,3,255,App Movil
2923,2025-10-11,4,118,1,40,App Movil
2924,2025-10-11,4,111,1,75,Tarjeta
2925,2025-10-11,4,109,2,320,App Movil
2926,2025-10-11,4,105,3,450,Efectivo
2927,2025-10-11,4,115,3,285,Tarjeta
2928,2025-10-11,5,115,3,285,Efectivo
2929,2025-10-11,5,113,1,85,Efectivo
2930,2025-10-11,5,103,1,85,App Movil
2931,2025-10-11,5,111,2,150,App Movil
2932,2025-10-11,5,105,2,300,App Movil
2933,2025-10-11,5,110,1,90,Tarjeta
2934,2025-10-11,5,117,2,100,Efectivo
2935,2025-10-12,1,111,3,225,Tarjeta
2936,2025-10-12,1,101,1,95,App Movil
2937,2025-10-12,1,109,1,160,Efectivo
2938,2025-10-12,1,114,2,90,Tarjeta
2939,2025-10-12,1,102,1,110,Efectivo
2940,2025-10-12,1,117,1,50,Tarjeta
2941,2025-10-12,1,102,3,330,Tarjeta
2942,2025-10-12,2,110,2,180,App Movil
2943,2025-10-12,2,101,2,190,Efectivo
2944,2025-10-12,2,118,2,80,Tarjeta
2945,2025-10-12,2,112,1,80,Efectivo
2946,2025-10-12,2,105,3,450,Efectivo
